,Location,Start date,traveler_count,Station,OS X,OS Y,Latitude,Longitude,Zone,Postcode
1050,Oval,2024-12-05,63,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1051,Oval,2024-12-06,78,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1052,Oval,2024-12-07,32,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1053,Oval,2024-12-08,20,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1054,Oval,2024-12-09,64,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1055,Oval,2024-12-10,69,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1056,Oval,2024-12-11,83,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1057,Oval,2024-12-12,81,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1058,Oval,2024-12-13,75,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1059,Oval,2024-12-14,76,Oval,531108.0,177516.0,51.48141241737747,-0.1133210751213317,2,SE11 4PP
1060,Paddington,2024-12-01,160,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1061,Paddington,2024-12-02,402,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1062,Paddington,2024-12-03,463,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1063,Paddington,2024-12-04,407,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1064,Paddington,2024-12-05,328,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1065,Paddington,2024-12-06,368,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1066,Paddington,2024-12-07,130,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1067,Paddington,2024-12-08,117,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1068,Paddington,2024-12-09,314,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1069,Paddington,2024-12-10,349,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1070,Paddington,2024-12-11,353,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1071,Paddington,2024-12-12,327,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1072,Paddington,2024-12-13,255,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1073,Paddington,2024-12-14,198,Paddington,526680.0,181185.0,51.51539350022652,-0.1757367502657722,1,W2 1RH
1074,Parson's Green,2024-12-01,32,,,,,,,
1075,Parson's Green,2024-12-02,36,,,,,,,
1076,Parson's Green,2024-12-03,31,,,,,,,
1077,Parson's Green,2024-12-04,30,,,,,,,
1078,Parson's Green,2024-12-05,24,,,,,,,
1079,Parson's Green,2024-12-06,30,,,,,,,
1080,Parson's Green,2024-12-07,12,,,,,,,
1081,Parson's Green,2024-12-08,17,,,,,,,
1082,Parson's Green,2024-12-09,29,,,,,,,
1083,Parson's Green,2024-12-10,38,,,,,,,
1084,Parson's Green,2024-12-11,29,,,,,,,
1085,Parson's Green,2024-12-12,32,,,,,,,
1086,Parson's Green,2024-12-13,23,,,,,,,
1087,Parson's Green,2024-12-14,31,,,,,,,
1088,Parsons Green,2024-12-01,42,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1089,Parsons Green,2024-12-02,80,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1090,Parsons Green,2024-12-03,96,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1091,Parsons Green,2024-12-04,83,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1092,Parsons Green,2024-12-05,62,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1093,Parsons Green,2024-12-06,74,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1094,Parsons Green,2024-12-07,26,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1095,Parsons Green,2024-12-08,38,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1096,Parsons Green,2024-12-09,73,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1097,Parsons Green,2024-12-10,58,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1098,Parsons Green,2024-12-11,72,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1099,Parsons Green,2024-12-12,57,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1100,Parsons Green,2024-12-13,57,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1101,Parsons Green,2024-12-14,57,Parsons Green,525029.0,176645.0,51.47495982565945,-0.2011244900122527,2,SW6 4HU
1102,Pimlico,2024-12-01,228,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1103,Pimlico,2024-12-02,292,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1104,Pimlico,2024-12-03,339,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1105,Pimlico,2024-12-04,355,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1106,Pimlico,2024-12-05,290,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1107,Pimlico,2024-12-06,345,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1108,Pimlico,2024-12-07,160,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1109,Pimlico,2024-12-08,132,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1110,Pimlico,2024-12-09,267,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1111,Pimlico,2024-12-10,301,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1112,Pimlico,2024-12-11,302,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1113,Pimlico,2024-12-12,296,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1114,Pimlico,2024-12-13,264,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1115,Pimlico,2024-12-14,278,Pimlico,529711.0,178386.0,51.48955264664939,-0.1331082573913848,1,SW1V 2JA
1116,Poplar,2024-12-01,55,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1117,Poplar,2024-12-02,96,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1118,Poplar,2024-12-03,110,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1119,Poplar,2024-12-04,104,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1120,Poplar,2024-12-05,89,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1121,Poplar,2024-12-06,98,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1122,Poplar,2024-12-07,52,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1123,Poplar,2024-12-08,41,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1124,Poplar,2024-12-09,90,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1125,Poplar,2024-12-10,91,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1126,Poplar,2024-12-11,91,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1127,Poplar,2024-12-12,88,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1128,Poplar,2024-12-13,80,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1129,Poplar,2024-12-14,87,Poplar,537698.0,180603.0,51.507588044837625,-0.0172754932925174,2,E14 0DS
1130,Portobello,2024-12-01,45,,,,,,,
1131,Portobello,2024-12-02,90,,,,,,,
1132,Portobello,2024-12-03,81,,,,,,,
1133,Portobello,2024-12-04,70,,,,,,,
1134,Portobello,2024-12-05,56,,,,,,,
1135,Portobello,2024-12-06,70,,,,,,,
1136,Portobello,2024-12-07,31,,,,,,,
1137,Portobello,2024-12-08,26,,,,,,,
1138,Portobello,2024-12-09,63,,,,,,,
1139,Portobello,2024-12-10,70,,,,,,,
1140,Portobello,2024-12-11,78,,,,,,,
1141,Portobello,2024-12-12,61,,,,,,,
1142,Portobello,2024-12-13,67,,,,,,,
1143,Portobello,2024-12-14,69,,,,,,,
1144,Putney,2024-12-01,51,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1145,Putney,2024-12-02,80,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1146,Putney,2024-12-03,84,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1147,Putney,2024-12-04,87,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1148,Putney,2024-12-05,70,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1149,Putney,2024-12-06,79,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1150,Putney,2024-12-07,30,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1151,Putney,2024-12-08,29,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1152,Putney,2024-12-09,77,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1153,Putney,2024-12-10,77,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1154,Putney,2024-12-11,95,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1155,Putney,2024-12-12,62,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1156,Putney,2024-12-13,48,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1157,Putney,2024-12-14,49,Putney,523992.0,175061.0,51.46095217815324,-0.2166033707924624,"2,3",SW15 1RT
1158,Queen Elizabeth Olympic Park,2024-12-01,58,,,,,,,
1159,Queen Elizabeth Olympic Park,2024-12-02,101,,,,,,,
1160,Queen Elizabeth Olympic Park,2024-12-03,83,,,,,,,
1161,Queen Elizabeth Olympic Park,2024-12-04,104,,,,,,,
1162,Queen Elizabeth Olympic Park,2024-12-05,72,,,,,,,
1163,Queen Elizabeth Olympic Park,2024-12-06,109,,,,,,,
1164,Queen Elizabeth Olympic Park,2024-12-07,54,,,,,,,
1165,Queen Elizabeth Olympic Park,2024-12-08,63,,,,,,,
1166,Queen Elizabeth Olympic Park,2024-12-09,84,,,,,,,
1167,Queen Elizabeth Olympic Park,2024-12-10,99,,,,,,,
1168,Queen Elizabeth Olympic Park,2024-12-11,125,,,,,,,
1169,Queen Elizabeth Olympic Park,2024-12-12,75,,,,,,,
1170,Queen Elizabeth Olympic Park,2024-12-13,91,,,,,,,
1171,Queen Elizabeth Olympic Park,2024-12-14,127,,,,,,,
1172,Rotherhithe,2024-12-01,25,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1173,Rotherhithe,2024-12-02,46,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1174,Rotherhithe,2024-12-03,57,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1175,Rotherhithe,2024-12-04,43,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1176,Rotherhithe,2024-12-05,41,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1177,Rotherhithe,2024-12-06,46,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1178,Rotherhithe,2024-12-07,20,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1179,Rotherhithe,2024-12-08,27,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1180,Rotherhithe,2024-12-09,54,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1181,Rotherhithe,2024-12-10,39,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1182,Rotherhithe,2024-12-11,46,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1183,Rotherhithe,2024-12-12,34,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1184,Rotherhithe,2024-12-13,41,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1185,Rotherhithe,2024-12-14,67,Rotherhithe,535239.0,179870.0,51.50159442070272,-0.0529662962549398,2,SE16 4LF
1186,Sands End,2024-12-01,90,,,,,,,
1187,Sands End,2024-12-02,170,,,,,,,
1188,Sands End,2024-12-03,169,,,,,,,
1189,Sands End,2024-12-04,175,,,,,,,
1190,Sands End,2024-12-05,118,,,,,,,
1191,Sands End,2024-12-06,177,,,,,,,
1192,Sands End,2024-12-07,60,,,,,,,
1193,Sands End,2024-12-08,51,,,,,,,
1194,Sands End,2024-12-09,148,,,,,,,
1195,Sands End,2024-12-10,143,,,,,,,
1196,Sands End,2024-12-11,153,,,,,,,
1197,Sands End,2024-12-12,136,,,,,,,
1198,Sands End,2024-12-13,126,,,,,,,
1199,Sands End,2024-12-14,113,,,,,,,
1200,Shad Thames,2024-12-01,32,,,,,,,
1201,Shad Thames,2024-12-02,45,,,,,,,
1202,Shad Thames,2024-12-03,50,,,,,,,
1203,Shad Thames,2024-12-04,47,,,,,,,
1204,Shad Thames,2024-12-05,47,,,,,,,
1205,Shad Thames,2024-12-06,57,,,,,,,
1206,Shad Thames,2024-12-07,30,,,,,,,
1207,Shad Thames,2024-12-08,27,,,,,,,
1208,Shad Thames,2024-12-09,51,,,,,,,
1209,Shad Thames,2024-12-10,44,,,,,,,
1210,Shad Thames,2024-12-11,62,,,,,,,
1211,Shad Thames,2024-12-12,48,,,,,,,
1212,Shad Thames,2024-12-13,45,,,,,,,
1213,Shad Thames,2024-12-14,38,,,,,,,
1214,Shadwell,2024-12-01,92,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1215,Shadwell,2024-12-02,107,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1216,Shadwell,2024-12-03,139,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1217,Shadwell,2024-12-04,120,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1218,Shadwell,2024-12-05,104,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1219,Shadwell,2024-12-06,132,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1220,Shadwell,2024-12-07,70,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1221,Shadwell,2024-12-08,53,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1222,Shadwell,2024-12-09,111,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1223,Shadwell,2024-12-10,120,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1224,Shadwell,2024-12-11,109,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1225,Shadwell,2024-12-12,106,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1226,Shadwell,2024-12-13,86,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1227,Shadwell,2024-12-14,149,Shadwell,534936.0,180942.0,51.511300064669385,-0.0569192069418581,2,E1 2QE
1228,Shepherd's Bush,2024-12-01,77,,,,,,,
1229,Shepherd's Bush,2024-12-02,147,,,,,,,
1230,Shepherd's Bush,2024-12-03,173,,,,,,,
1231,Shepherd's Bush,2024-12-04,151,,,,,,,
1232,Shepherd's Bush,2024-12-05,129,,,,,,,
1233,Shepherd's Bush,2024-12-06,138,,,,,,,
1234,Shepherd's Bush,2024-12-07,72,,,,,,,
1235,Shepherd's Bush,2024-12-08,79,,,,,,,
1236,Shepherd's Bush,2024-12-09,146,,,,,,,
1237,Shepherd's Bush,2024-12-10,146,,,,,,,
1238,Shepherd's Bush,2024-12-11,137,,,,,,,
1239,Shepherd's Bush,2024-12-12,142,,,,,,,
1240,Shepherd's Bush,2024-12-13,116,,,,,,,
1241,Shepherd's Bush,2024-12-14,125,,,,,,,
1242,Shoreditch,2024-12-01,235,,,,,,,
1243,Shoreditch,2024-12-02,419,,,,,,,
1244,Shoreditch,2024-12-03,472,,,,,,,
1245,Shoreditch,2024-12-04,464,,,,,,,
1246,Shoreditch,2024-12-05,361,,,,,,,
1247,Shoreditch,2024-12-06,404,,,,,,,
1248,Shoreditch,2024-12-07,195,,,,,,,
1249,Shoreditch,2024-12-08,188,,,,,,,
1250,Shoreditch,2024-12-09,408,,,,,,,
1251,Shoreditch,2024-12-10,396,,,,,,,
1252,Shoreditch,2024-12-11,451,,,,,,,
1253,Shoreditch,2024-12-12,407,,,,,,,
1254,Shoreditch,2024-12-13,336,,,,,,,
1255,Shoreditch,2024-12-14,294,,,,,,,
1256,Sloane Square,2024-12-01,28,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1257,Sloane Square,2024-12-02,35,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1258,Sloane Square,2024-12-03,42,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1259,Sloane Square,2024-12-04,52,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1260,Sloane Square,2024-12-05,36,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1261,Sloane Square,2024-12-06,47,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1262,Sloane Square,2024-12-07,13,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1263,Sloane Square,2024-12-08,15,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1264,Sloane Square,2024-12-09,34,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1265,Sloane Square,2024-12-10,48,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1266,Sloane Square,2024-12-11,47,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1267,Sloane Square,2024-12-12,50,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1268,Sloane Square,2024-12-13,34,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1269,Sloane Square,2024-12-14,37,Sloane Square,528080.0,178657.0,51.492359510480554,-0.1564888560570236,1,SW1W 8BB
1270,Soho,2024-12-01,202,,,,,,,
1271,Soho,2024-12-02,322,,,,,,,
1272,Soho,2024-12-03,337,,,,,,,
1273,Soho,2024-12-04,311,,,,,,,
1274,Soho,2024-12-05,249,,,,,,,
1275,Soho,2024-12-06,289,,,,,,,
1276,Soho,2024-12-07,150,,,,,,,
1277,Soho,2024-12-08,140,,,,,,,
1278,Soho,2024-12-09,283,,,,,,,
1279,Soho,2024-12-10,317,,,,,,,
1280,Soho,2024-12-11,319,,,,,,,
1281,Soho,2024-12-12,269,,,,,,,
1282,Soho,2024-12-13,243,,,,,,,
1283,Soho,2024-12-14,274,,,,,,,
1284,Somers Town,2024-12-01,31,,,,,,,
1285,Somers Town,2024-12-02,85,,,,,,,
1286,Somers Town,2024-12-03,101,,,,,,,
1287,Somers Town,2024-12-04,93,,,,,,,
1288,Somers Town,2024-12-05,87,,,,,,,
1289,Somers Town,2024-12-06,80,,,,,,,
1290,Somers Town,2024-12-07,17,,,,,,,
1291,Somers Town,2024-12-08,20,,,,,,,
1292,Somers Town,2024-12-09,83,,,,,,,
1293,Somers Town,2024-12-10,92,,,,,,,
1294,Somers Town,2024-12-11,77,,,,,,,
1295,Somers Town,2024-12-12,78,,,,,,,
1296,Somers Town,2024-12-13,60,,,,,,,
1297,Somers Town,2024-12-14,33,,,,,,,
1298,South Bank,2024-12-01,136,,,,,,,
1299,South Bank,2024-12-02,286,,,,,,,
1300,South Bank,2024-12-03,362,,,,,,,
1301,South Bank,2024-12-04,316,,,,,,,
1302,South Bank,2024-12-05,233,,,,,,,
1303,South Bank,2024-12-06,211,,,,,,,
1304,South Bank,2024-12-07,67,,,,,,,
1305,South Bank,2024-12-08,64,,,,,,,
1306,South Bank,2024-12-09,254,,,,,,,
1307,South Bank,2024-12-10,269,,,,,,,
1308,South Bank,2024-12-11,291,,,,,,,
1309,South Bank,2024-12-12,286,,,,,,,
1310,South Bank,2024-12-13,178,,,,,,,
1311,South Bank,2024-12-14,158,,,,,,,
1312,South Kensington,2024-12-01,230,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1313,South Kensington,2024-12-02,453,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1314,South Kensington,2024-12-03,460,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1315,South Kensington,2024-12-04,459,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1316,South Kensington,2024-12-05,412,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1317,South Kensington,2024-12-06,444,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1318,South Kensington,2024-12-07,171,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1319,South Kensington,2024-12-08,137,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1320,South Kensington,2024-12-09,430,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1321,South Kensington,2024-12-10,372,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1322,South Kensington,2024-12-11,414,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1323,South Kensington,2024-12-12,340,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1324,South Kensington,2024-12-13,313,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1325,South Kensington,2024-12-14,298,South Kensington,526865.0,178817.0,51.494071083255236,-0.1739230213376395,1,SW7 2NB
1326,Southwark,2024-12-01,44,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1327,Southwark,2024-12-02,101,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1328,Southwark,2024-12-03,143,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1329,Southwark,2024-12-04,146,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1330,Southwark,2024-12-05,106,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1331,Southwark,2024-12-06,121,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1332,Southwark,2024-12-07,40,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1333,Southwark,2024-12-08,37,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1334,Southwark,2024-12-09,109,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1335,Southwark,2024-12-10,126,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1336,Southwark,2024-12-11,140,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1337,Southwark,2024-12-12,128,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1338,Southwark,2024-12-13,93,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1339,Southwark,2024-12-14,60,Southwark,531566.0,180025.0,51.50385344972166,-0.1057949389250921,1,SE1 8NW
1340,St Lukes,2024-12-01,20,,,,,,,
1341,St Lukes,2024-12-02,47,,,,,,,
1342,St Lukes,2024-12-03,54,,,,,,,
1343,St Lukes,2024-12-04,48,,,,,,,
1344,St Lukes,2024-12-05,44,,,,,,,
1345,St Lukes,2024-12-06,44,,,,,,,
1346,St Lukes,2024-12-07,24,,,,,,,
1347,St Lukes,2024-12-08,18,,,,,,,
1348,St Lukes,2024-12-09,41,,,,,,,
1349,St Lukes,2024-12-10,35,,,,,,,
1350,St Lukes,2024-12-11,47,,,,,,,
1351,St Lukes,2024-12-12,43,,,,,,,
1352,St Lukes,2024-12-13,39,,,,,,,
1353,St Lukes,2024-12-14,30,,,,,,,
1354,St Pauls,2024-12-01,3,,,,,,,
1355,St Pauls,2024-12-02,24,,,,,,,
1356,St Pauls,2024-12-03,27,,,,,,,
1357,St Pauls,2024-12-04,28,,,,,,,
1358,St Pauls,2024-12-05,14,,,,,,,
1359,St Pauls,2024-12-06,20,,,,,,,
1360,St Pauls,2024-12-07,6,,,,,,,
1361,St Pauls,2024-12-08,14,,,,,,,
1362,St Pauls,2024-12-09,27,,,,,,,
1363,St Pauls,2024-12-10,24,,,,,,,
1364,St Pauls,2024-12-11,27,,,,,,,
1365,St Pauls,2024-12-12,23,,,,,,,
1366,St Pauls,2024-12-13,29,,,,,,,
1367,St Pauls,2024-12-14,14,,,,,,,
1368,St. James's,2024-12-01,45,,,,,,,
1369,St. James's,2024-12-02,99,,,,,,,
1370,St. James's,2024-12-03,131,,,,,,,
1371,St. James's,2024-12-04,114,,,,,,,
1372,St. James's,2024-12-05,84,,,,,,,
1373,St. James's,2024-12-06,88,,,,,,,
1374,St. James's,2024-12-07,28,,,,,,,
1375,St. James's,2024-12-08,31,,,,,,,
1376,St. James's,2024-12-09,89,,,,,,,
1377,St. James's,2024-12-10,93,,,,,,,
1378,St. James's,2024-12-11,130,,,,,,,
1379,St. James's,2024-12-12,72,,,,,,,
1380,St. James's,2024-12-13,83,,,,,,,
